categoryId,name,moreHoursTypes,serviceTypes
gcid:dj,DJ service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Special event audio/visual services, Birthday parties, Children's party planning, Corporate events, Equipment rental, Event lighting services, Karaoke rental, Kid events, Wedding lighting services, Photo booth rentals, Private events, School events, Special effects services, Special events, Touring DJ services, Wedding events, Weddings, Projector screen services"
gcid:dj_supply_store,DJ supply store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:do_it_yourself_store,Do-it-yourself shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dock_builder,Dock builder,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:doctor,Doctor,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:dodge_dealer,Dodge dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dog_breeder,Dog breeder,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dog_cafe,Dog cafe,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dog_day_care_center,Dog day care center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Cat boarding, Cat grooming, Cat sitting (in-home), Dog boarding, Dog boarding with training, Dog daycare, Dog grooming, Dog sitting (in-home), Dog training, Dog walking, Other pet boarding, Other pet daycare, Other pet grooming, Other pet sitting (in-home)"
gcid:dog_park,Dog park,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dog_trainer,Dog trainer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Cat boarding, Cat grooming, Cat sitting (in-home), Dog boarding, Dog boarding with training, Dog daycare, Dog grooming, Dog sitting (in-home), Dog training, Dog walking, Other pet boarding, Other pet daycare, Other pet grooming, Other pet sitting (in-home)"
gcid:dog_walker,Dog walker,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Cat boarding, Cat grooming, Cat sitting (in-home), Dog boarding, Dog boarding with training, Dog daycare, Dog grooming, Dog sitting (in-home), Dog training, Dog walking, Other pet boarding, Other pet daycare, Other pet grooming, Other pet sitting (in-home)"
gcid:dogsled_ride_service,Dogsled ride service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dojo_restaurant,Dojo restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:doll_restoration_service,Doll restoration service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:doll_store,Doll store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dollar_store,Dollar store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:domestic_abuse_treatment_center,Domestic abuse treatment center,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:domestic_airport,Domestic airport,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dominican_restaurant,Dominican restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:donations_center,Donations center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:donburi_dishes,Donburi restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:doner_kebab_restaurant,Doner kebab restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:donut_shop,Donut shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:door_manufacturer,Door manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:door_shop,Door shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:door_supplier,Door supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Cleaning, Custom doors, Delivery, Door design, General repairs & installation, Restoration"
gcid:door_warehouse,Door warehouse,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:double_glazing_supplier,Double glazing installer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:doula,Doula,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:drafting_equipment_supplier,Drafting equipment supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drafting_service,Drafting service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Books, Flyers & brochures, Magazines"
gcid:drainage_service,Drainage service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drama_school,Drama school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Adler technique, Adult classes, Alexander technique, Audition skills, Character training, Comprehensive technique, Improvisation, Movement training, Musical voice, Private lessons, Script analysis, Speech training, Teen classes, Youth classes"
gcid:drawing_lessons,Drawing lessons,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dress_and_tuxedo_rental_service,Dress and tuxedo rental service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dress_shop,Dress store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dressmaker,Dressmaker,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Alterations, Bridal & bridesmaid dress creation, Bridal & bridesmaid dress design, Bridal & bridesmaids, Custom dress design, Decor sewing, Fitting & custom tailoring, Formal, General repairs, Gown heirlooming, Pressing & steaming, Prom dress creation, Prom dress design, Prom dresses, Quinceañera dress creation, Quinceañera dress design, Quinceañera dresses, Restoration, General sewing, Vintage gown repair, Vintage gown restoration, Vintage gowns"
gcid:dried_flower_shop,Dried flower shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dried_seafood_store,Dried seafood store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drilling_contractor,Drilling contractor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Coring & monitoring wells, Directional drilling, Drilled piers, Engineering design, Geothermal services, Heavy civil construction, High capacity production & injection wells, Oil & gas well drilling, Pump repairs & installation, Remedial & demolition, Test holes, Underground utility infrastructure, Water disposal facility design, Water well repairs & installation"
gcid:drilling_equipment_supplier,Drilling equipment supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drinking_water_fountain,Drinking water fountain,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drinking_water_supplier,Drinking water supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drive_in_movie_theater,Drive-in movie theater,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drivers_license_office,Driver's license office,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drivers_license_training_school,Drivers license training school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:driveshaft_shop,Driveshaft shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:driving_school,Driving school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Adult lessons, Private lessons, Teen classes"
gcid:driving_test_centre,Driving test center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drone_service,Drone service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drone_shop,Drone shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drug_testing_service,Drug testing service,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:drugstore,Drug store,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",Delivery
gcid:drum_school,Drum school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:drum_store,Drum store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dry_cleaner,Dry cleaner,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Alterations, Clothing alterations & repairs, General bedding cleaning, Carpet & rug cleaning, Clothes pressing, Laundry pick-up, Comforter cleaning, Couches/sofas, Delivery, Drapery & window cover cleaning, Eco-friendly cleaning, Embroidery, Hat cleaning, Industrial laundry, Ironing, Leather & suede cleaning, Organic dry cleaning, Special care fabric cleaning, Laundry wash & fold, Wedding gown cleaning, Wedding gown preservation"
gcid:dry_fruit_store,Dry fruit store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dry_ice_supplier,Dry ice supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dry_wall_contractor,Dry wall contractor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Acoustical ceiling installation, Furniture assembly, Ceiling repair, Gutter cleaning, Drywall finishing, Drywall texturing, Remodeling, Drywall installation, Fan installation, Install flooring, Tile work installation, Plumbing fixture installation, Insulation services, Interior painting, Interior repairs, TV mounting, Paint indoors, Exterior painting, Plaster repair, Plastering, Popcorn ceiling removal, Drywall repair, Fan repair, Repair flooring, Repair water fixtures, Tile work replacement, Stucco installation"
gcid:dry_wall_supply_store,Dry wall supply store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:dryer_vent_cleaning_service,Dryer vent cleaning service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:ds_automobiles_dealer,DS Automobiles dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
